project_name,donor_number,chain_donated,token,amount,amountUSD,qf_eligible,badgeholder
Open-Source AI Security Triage by HackenProof,Donor 81,42161,ETH,0.003023601368,6.999153392,TRUE,FALSE
CORE3. The open risk layer for Web3,Donor 81,42161,ETH,0.003023601368,6.999153392,TRUE,FALSE
CORE3. The open risk layer for Web3,Donor 82,1,BNT,17,5.427505,TRUE,FALSE
human.tech,Donor 83,8453,USDC,5.1,5.0990361,TRUE,FALSE
Blockscout Open-Source Block Explorer,Donor 83,8453,USDC,5.1,5.0990361,TRUE,FALSE
CORE3. The open risk layer for Web3,Donor 82,1,USDC,15,14.99613,TRUE,FALSE
Rekt News - Ethereum's Security Intelligence Layer,Donor 84,8453,USDC,364.37,364.2763569,TRUE,FALSE
CORE3. The open risk layer for Web3,Donor 85,8453,USDC,5,4.9987,TRUE,FALSE
EVMcrispr,Donor 86,42161,USDC,5,4.998535,TRUE,FALSE
Assertions.eth On-chain Transaction Guards for Ethereum,Donor 86,42161,USDC,5,4.998535,TRUE,FALSE
Tool Against Price Manipulation Attacks in DeFi on EVM,Donor 87,1,USDC,25,24.992675,TRUE,FALSE
Rekt News - Ethereum's Security Intelligence Layer,Donor 88,1,USDC,134.03,133.9907292,FALSE,FALSE
Cyfrin Updraft,Donor 89,1,ETH,0.002,4.6173,TRUE,FALSE
SEAL 911,Donor 68,1,USDC,15,14.99607,FALSE,FALSE
human.tech,Donor 90,8453,ETH,0.0022,5.080592,TRUE,FALSE
CORE3. The open risk layer for Web3,Donor 91,8453,USDC,15,14.997645,TRUE,FALSE
CORE3. The open risk layer for Web3,Donor 92,1,ETH,0.004,9.245,TRUE,FALSE
CORE3. The open risk layer for Web3,Donor 93,1,ETH,0.002,4.6225,TRUE,FALSE
CORE3. The open risk layer for Web3,Donor 94,1,ETH,0.004,9.2418,TRUE,FALSE
ZachXBT,Donor 95,10,ETH,0.003,6.92652,TRUE,FALSE
The Web3 OpSec Standard - W3OS,Donor 95,10,ETH,0.003,6.92652,TRUE,FALSE
SEAL Certifications,Donor 95,10,ETH,0.003,6.92652,TRUE,FALSE
Protocol Guild,Donor 95,10,ETH,0.003,6.92652,TRUE,FALSE
snekmate,Donor 95,10,ETH,0.003,6.92652,TRUE,FALSE
SEAL 911,Donor 95,10,ETH,0.003,6.92652,TRUE,FALSE
CORE3. The open risk layer for Web3,Donor 96,1,ETH,0.0022,5.078414,FALSE,FALSE
LIF: Legitimate Intervention Framework,Donor 97,1,FINN,20,46.33,TRUE,TRUE
Rekt News - Ethereum's Security Intelligence Layer,Donor 98,1,FINN,4,9.266,TRUE,TRUE
Lights in Dark Rooms,Donor 98,1,FINN,8,18.532,TRUE,TRUE
SEAL 911,Donor 98,1,FINN,4,9.266,TRUE,TRUE
Drew Security,Donor 98,1,FINN,4,9.266,TRUE,TRUE
Boring Security,Donor 98,1,FINN,4,9.266,TRUE,TRUE
Blockscout Open-Source Block Explorer,Donor 98,1,FINN,4,9.266,TRUE,TRUE
WiiMee | Wallet Security Education,Donor 98,1,FINN,4,9.266,TRUE,TRUE
Sourcify,Donor 98,1,FINN,2,4.633,TRUE,TRUE
Revoke.cash,Donor 98,1,FINN,8,18.532,TRUE,TRUE
Webacy DD,Donor 98,1,FINN,2,4.633,TRUE,TRUE
Protocol Guild,Donor 98,1,FINN,1,2.3165,TRUE,TRUE
Militereum,Donor 98,1,FINN,1,2.3165,TRUE,TRUE
Self-Custodial Agent Authorization for Ethereum,Donor 99,8453,USDC,5,4.99885,TRUE,FALSE
Open-Source AI Security Triage by HackenProof,Donor 100,1,USDC,15,14.997735,TRUE,FALSE
Open-Source AI Security Triage by HackenProof,Donor 44,100,WXDAI,2.28,2.2797834,TRUE,FALSE
ZachXBT,Donor 101,1,ETH,0.004328592082,10.00593017,TRUE,FALSE
ZachXBT,Donor 102,1,ETH,0.1,231.159,FALSE,FALSE
ZachXBT,Donor 103,42161,ETH,0.005,11.55795,FALSE,FALSE
ZachXBT,Donor 104,1,USDC,11,10.997008,FALSE,FALSE
human.tech,Donor 105,8453,USDC,2.1,2.0996094,TRUE,FALSE
Rekt News - Ethereum's Security Intelligence Layer,Donor 106,1,USDC,432,431.882496,FALSE,FALSE
rotki,Donor 107,1,USDC,5,4.99864,FALSE,FALSE
Open-Source AI Security Triage by HackenProof,Donor 108,1,ETH,0.005,11.57495,TRUE,FALSE
CORE3. The open risk layer for Web3,Donor 108,1,ETH,0.005,11.57495,TRUE,FALSE
human.tech,Donor 109,8453,ETH,0.001,2.31435,TRUE,FALSE
Blockscout Open-Source Block Explorer,Donor 107,10,USDC.e,1,0.999383,FALSE,FALSE
human.tech,Donor 110,10,ETH,0.0022,5.09157,FALSE,FALSE
ZachXBT,Donor 111,1,ETH,0.004320120963,10.00298088,FALSE,FALSE
Blockscout Open-Source Block Explorer,Donor 108,1,ETH,0.0022,5.093968,TRUE,FALSE
Remix Project,Donor 108,1,ETH,0.0022,5.093968,TRUE,FALSE
ZachXBT,Donor 108,1,ETH,0.0022,5.093968,TRUE,FALSE
Revoke.cash,Donor 108,1,ETH,0.0022,5.093968,TRUE,FALSE
ZachXBT,Donor 112,1,ETH,0.005,11.5731,TRUE,FALSE
Rekt News - Ethereum's Security Intelligence Layer,Donor 113,1,USDC,69,68.9862,TRUE,FALSE
Open-Source AI Security Triage by HackenProof,Donor 80,8453,ETH,0.0023,5.323626,FALSE,FALSE
CORE3. The open risk layer for Web3,Donor 114,1,ETH,0.002160284466,5.000237631,TRUE,FALSE
ZachXBT,Donor 115,8453,ETH,0.005,11.57795,FALSE,FALSE
Revoke.cash,Donor 116,8453,USDC,1.2,1.199748,FALSE,FALSE
ZachXBT,Donor 116,8453,USDC,1.2,1.199748,FALSE,FALSE
Blockscout Open-Source Block Explorer,Donor 116,8453,USDC,1.2,1.199748,FALSE,FALSE
human.tech,Donor 116,8453,USDC,1.2,1.199748,FALSE,FALSE
ZachXBT,Donor 117,8453,USDC,10,9.9979,TRUE,FALSE
ZachXBT,Donor 118,1,USDC,1,0.999814,FALSE,FALSE
ZachXBT,Donor 119,8453,USDC,10,9.99794,FALSE,FALSE
ZachXBT,Donor 120,8453,USDC,25,24.995,FALSE,FALSE
Open-Source AI Security Triage by HackenProof,Donor 114,1,ETH,0.002159090418,5.004102272,TRUE,FALSE
ZachXBT,Donor 121,42161,USDC,10,9.99791,TRUE,FALSE
CORE3. The open risk layer for Web3,Donor 122,42161,ETH,0.002156836525,4.998835308,TRUE,FALSE
Open-Source AI Security Triage by HackenProof,Donor 122,42161,ETH,0.002156836525,4.998835308,TRUE,FALSE
ZachXBT,Donor 68,1,USDC,51,50.993574,FALSE,FALSE
ZachXBT,Donor 123,1,ETH,0.0051,11.875911,TRUE,FALSE
CORE3. The open risk layer for Web3,Donor 124,8453,ETH,0.002154856616,5.017820664,TRUE,FALSE
Open-Source AI Security Triage by HackenProof,Donor 124,8453,ETH,0.002154856616,5.017820664,TRUE,FALSE
Rekt News - Ethereum's Security Intelligence Layer,Donor 125,1,ETH,0.171911,400.067841,TRUE,FALSE
ZachXBT,Donor 126,1,ETH,0.004296806184,9.998324246,TRUE,FALSE
Rekt News - Ethereum's Security Intelligence Layer,Donor 127,1,ETH,0.01,23.2862,TRUE,FALSE
CORE3. The open risk layer for Web3,Donor 128,42161,USDT,20,20,FALSE,FALSE
Open-Source AI Security Triage by HackenProof,Donor 128,42161,USDT,5,5,FALSE,FALSE
CORE3. The open risk layer for Web3,Donor 129,1,ETH,0.00319,7.4327,FALSE,FALSE
Open-Source AI Security Triage by HackenProof,Donor 129,1,ETH,0.003202,7.46066,FALSE,FALSE
Rekt News - Ethereum's Security Intelligence Layer,Donor 130,1,ETH,0.21,489.3,TRUE,FALSE
Revoke.cash,Donor 126,10,ETH,0.0008579272478,1.998472889,TRUE,FALSE
Boring Security,Donor 126,10,ETH,0.0008579272478,1.998472889,TRUE,FALSE
Rekt News - Ethereum's Security Intelligence Layer,Donor 126,10,ETH,0.0008579272478,1.998472889,TRUE,FALSE
human.tech,Donor 131,8453,ETH,0.0023,5.361691,TRUE,FALSE
Blockscout Open-Source Block Explorer,Donor 131,8453,ETH,0.0005,1.164855,TRUE,FALSE
CORE3. The open risk layer for Web3,Donor 44,8453,ETH,0.003,6.99006,TRUE,FALSE
SEAL Frameworks,Donor 44,8453,ETH,0.001,2.33002,TRUE,FALSE
human.tech,Donor 132,8453,USDC,5.5,5.4988395,TRUE,FALSE
Remix Project,Donor 133,42161,ETH,0.002146180657,4.998712292,TRUE,FALSE
Cyfrin Updraft,Donor 133,42161,ETH,0.002146180657,4.998712292,TRUE,FALSE
Zealynx Academy,Donor 133,42161,ETH,0.002146180657,4.998712292,TRUE,FALSE
SEAL 911,Donor 133,42161,ETH,0.002146180657,4.998712292,TRUE,FALSE
Rekt News - Ethereum's Security Intelligence Layer,Donor 133,42161,ETH,0.002146180657,4.998712292,TRUE,FALSE
Specter - On-Chain Security Research and Investigator,Donor 134,1,ETH,0.0197,45.872829,FALSE,FALSE
snekmate,Donor 135,1,USDC,15,14.997195,TRUE,FALSE
DeFiScan,Donor 135,1,USDC,5,4.99883,TRUE,FALSE
human.tech,Donor 136,8453,USDC,5.1,5.0990055,TRUE,FALSE
rotki,Donor 135,1,USDC,5,4.99883,TRUE,FALSE
snekmate,Donor 68,1,USDC,50,49.98905,FALSE,FALSE
ZachXBT,Donor 137,8453,ETH,0.5,1163.875,TRUE,TRUE
Specter - On-Chain Security Research and Investigator,Donor 137,8453,ETH,0.1,232.775,TRUE,TRUE
Fight Human Trafficking and Crypto Fraud With dobs,Donor 137,8453,ETH,0.1,232.775,TRUE,TRUE
tanuki42,Donor 137,8453,ETH,0.1,232.775,TRUE,TRUE
Safe Multisig Transaction Hashes,Donor 137,8453,ETH,0.1,232.775,TRUE,TRUE
SEAL 911,Donor 138,1,USDC,5,4.9986,FALSE,FALSE
Anticapture by blockful,Donor 138,1,USDC,5,4.9986,FALSE,FALSE
Pharos Watch: Transparent Stablecoins Analytics,Donor 138,1,USDC,5,4.9986,FALSE,FALSE
DeFiScan,Donor 138,1,USDC,10,9.9972,FALSE,FALSE
ZachXBT,Donor 139,1,USDC,101,100.97172,TRUE,FALSE
ZachXBT,Donor 140,42161,USDC,20,19.99538,FALSE,FALSE
tanuki42,Donor 141,8453,USDC,25,24.994225,TRUE,FALSE
SEAL 911,Donor 141,8453,USDC,10,9.99769,TRUE,FALSE
ZachXBT,Donor 141,8453,USDC,10,9.99769,TRUE,FALSE
rotki,Donor 141,8453,USDC,25,24.994225,TRUE,FALSE
Safe Multisig Transaction Hashes,Donor 141,8453,USDC,10,9.99769,TRUE,FALSE
ZachXBT,Donor 142,42161,ETH,0.005,11.6451,TRUE,FALSE
tanuki42,Donor 143,42161,USDC,100,99.9769,FALSE,FALSE
ZachXBT,Donor 143,42161,USDC,100,99.9769,FALSE,FALSE
Specter - On-Chain Security Research and Investigator,Donor 143,42161,USDC,100,99.9769,FALSE,FALSE
Fight Human Trafficking and Crypto Fraud With dobs,Donor 143,42161,USDC,100,99.9769,FALSE,FALSE
Safe Multisig Transaction Hashes,Donor 143,42161,USDC,100,99.9769,FALSE,FALSE
ZachXBT,Donor 144,8453,USDC,10,9.99774,TRUE,FALSE
ZachXBT,Donor 145,42161,USDC,142.72,142.6877453,FALSE,FALSE
ZachXBT,Donor 146,42161,USDC,10,9.99774,TRUE,FALSE
CypherTalk Podcast: Security Education for Ethereum,Donor 147,137,USDC,80,79.9804,FALSE,FALSE
CypherTalk Podcast: Security Education for Ethereum,Donor 147,137,USDC.e,20,19.99594,FALSE,FALSE
tanuki42,Donor 148,1,USDC,10,9.99742,TRUE,FALSE
Safe Multisig Transaction Hashes,Donor 148,1,USDC,10,9.99742,TRUE,FALSE
Specter - On-Chain Security Research and Investigator,Donor 148,1,USDC,10,9.99742,TRUE,FALSE
ZachXBT,Donor 148,1,USDC,100,99.9742,TRUE,FALSE
Fight Human Trafficking and Crypto Fraud With dobs,Donor 148,1,USDC,10,9.99742,TRUE,FALSE
SEAL Certifications,Donor 149,10,USDC,1,0.999745,TRUE,FALSE
SEAL Intel,Donor 149,10,USDC,1,0.999745,TRUE,FALSE
SEAL 911,Donor 149,10,USDC,1,0.999745,TRUE,FALSE
SEAL Frameworks,Donor 149,10,USDC,1,0.999745,TRUE,FALSE
SEAL Safe Harbor,Donor 149,10,USDC,1,0.999745,TRUE,FALSE
Fight Human Trafficking and Crypto Fraud With dobs,Donor 120,8453,USDC,10,9.99727,FALSE,FALSE
Specter - On-Chain Security Research and Investigator,Donor 120,8453,USDC,10,9.99727,FALSE,FALSE
Fight Human Trafficking and Crypto Fraud With dobs,Donor 150,42161,ETH,0.022,51.13724,TRUE,FALSE
Dappnode,Donor 150,42161,ETH,0.022,51.13724,TRUE,FALSE
SEAL 911,Donor 150,42161,ETH,0.022,51.13724,TRUE,FALSE
Specter - On-Chain Security Research and Investigator,Donor 150,42161,ETH,0.022,51.13724,TRUE,FALSE
tanuki42,Donor 150,42161,ETH,0.022,51.13724,TRUE,FALSE
ZachXBT,Donor 150,42161,ETH,0.022,51.13724,TRUE,FALSE
The Obol Collective,Donor 150,42161,ETH,0.022,51.13724,TRUE,FALSE
Safe Multisig Transaction Hashes,Donor 150,42161,ETH,0.022,51.13724,TRUE,FALSE
ZachXBT,Donor 151,8453,USDC,13,12.996451,FALSE,FALSE
Safe Multisig Payload Report Action,Donor 152,1,USDC,50,49.9864,TRUE,FALSE
SEAL 911,Donor 149,1,USDC,1,0.999751,TRUE,FALSE
Safe Multisig Transaction Hashes,Donor 149,1,USDC,1,0.999751,TRUE,FALSE
SEAL Certifications,Donor 149,1,USDC,1,0.999751,TRUE,FALSE
SEAL Frameworks,Donor 149,1,USDC,1,0.999751,TRUE,FALSE
SEAL Intel,Donor 149,1,USDC,1,0.999751,TRUE,FALSE
Blockscout Open-Source Block Explorer,Donor 153,100,XDAI,1.1,1.0999703,TRUE,FALSE
OWASP Smart Contract Security Framework by CredShields,Donor 1,10,GIV,1800,1.066464,FALSE,FALSE
Blobscan,Donor 149,42161,USDC,1,0.999726,TRUE,FALSE
Verity: Formal Verification for Smart Contracts,Donor 149,42161,USDC,1,0.999726,TRUE,FALSE
DeFiScan,Donor 149,42161,USDC,1,0.999726,TRUE,FALSE
EVMcrispr,Donor 149,42161,USDC,1,0.999726,TRUE,FALSE
Revoke.cash,Donor 149,42161,USDC,1,0.999726,TRUE,FALSE
Phylax Systems,Donor 1,10,GIV,1700,1.007216,FALSE,FALSE
Forge Proposal Simulator - FPS,Donor 149,8453,USDC,1,0.999673,TRUE,FALSE
CrossBar Open Source Security Hardware Wallet,Donor 149,8453,USDC,1,0.999673,TRUE,FALSE
Fight Human Trafficking and Crypto Fraud With dobs,Donor 149,8453,USDC,1,0.999673,TRUE,FALSE
Symproof by BlockScience & Shield3,Donor 149,8453,USDC,1,0.999673,TRUE,FALSE
Cyfrin/Solodit Tooling and Security Research,Donor 149,8453,USDC,1,0.999673,TRUE,FALSE
Verity: Formal Verification for Smart Contracts,Donor 149,137,USDC,1,0.999785,TRUE,FALSE
Safe Multisig Transaction Hashes,Donor 149,137,USDC,1,0.999785,TRUE,FALSE
Safe Multisig Payload Report Action,Donor 149,137,USDC,1,0.999785,TRUE,FALSE
ZachXBT,Donor 149,137,USDC,1,0.999785,TRUE,FALSE
OWASP Smart Contract Security Framework by CredShields,Donor 149,137,USDC,1,0.999785,TRUE,FALSE
Safe Multisig Payload Report Action,Donor 154,100,XDAI,5,4.99915,TRUE,FALSE
Bitfinding,Donor 154,42161,USDC,5,4.998915,TRUE,FALSE
SEAL 911,Donor 154,42161,USDC,5,4.99879,TRUE,FALSE
ZachXBT,Donor 155,42161,ETH,0.005,11.57785,TRUE,FALSE
DeFiScan,Donor 71,1,FINN,3,6.94536,TRUE,TRUE
Rekt News - Ethereum's Security Intelligence Layer,Donor 71,1,FINN,3,6.94536,TRUE,TRUE
Pharos Watch: Transparent Stablecoins Analytics,Donor 71,1,FINN,3,6.94536,TRUE,TRUE
Dappnode,Donor 156,100,GNO,1,120.73,TRUE,FALSE
Safe Multisig Payload Report Action,Donor 157,1,USDC,25,24.995775,FALSE,FALSE
Act,Donor 3,10,GIV,3000,1.7784,TRUE,FALSE
Rekt News - Ethereum's Security Intelligence Layer,Donor 3,10,GIV,3000,1.7784,TRUE,FALSE
rotki,Donor 3,10,GIV,3000,1.7784,TRUE,FALSE
Safe Multisig Payload Report Action,Donor 158,1,WETH,0.025,57.665,TRUE,FALSE
EVMcrispr,Donor 1,10,USDC,0.00025,0.0002499415,FALSE,FALSE
Blobscan,Donor 159,100,GIV,2000,1.18368,TRUE,FALSE
Revoke.cash,Donor 159,100,GIV,2000,1.18368,TRUE,FALSE
Vyper,Donor 159,100,GIV,2000,1.18368,TRUE,FALSE
rotki,Donor 159,100,GIV,2000,1.18368,TRUE,FALSE
Protocol Guild,Donor 159,100,GIV,2000,1.18368,TRUE,FALSE
EVMcrispr,Donor 159,100,GIV,4000,2.36736,TRUE,FALSE
Blockscout Open-Source Block Explorer,Donor 159,100,GIV,2000,1.18368,TRUE,FALSE
Dappnode,Donor 159,100,GIV,2000,1.18368,TRUE,FALSE
SEAL 911,Donor 159,100,GIV,2000,1.18368,TRUE,FALSE
Bitfinding,Donor 158,1,WETH,0.005,11.54025,TRUE,FALSE
Open-Source AI Security Triage by HackenProof,Donor 44,8453,ETH,0.0005,1.154905,TRUE,FALSE
ZachXBT,Donor 160,10,USDC,7,6.998376,FALSE,FALSE
ZachXBT,Donor 161,8453,USDC,12,11.997864,FALSE,FALSE
human.tech,Donor 162,1,ETH,0.0025,5.7826,TRUE,FALSE
Assertions.eth On-chain Transaction Guards for Ethereum,Donor 159,100,GIV,10000,5.928,TRUE,FALSE
EVMcrispr,Donor 159,100,GIV,10000,5.928,TRUE,FALSE
ZachXBT,Donor 163,1,USDC,10,9.99837,FALSE,FALSE
Safe Multisig Transaction Hashes,Donor 163,1,USDC,10,9.99837,FALSE,FALSE
Fight Human Trafficking and Crypto Fraud With dobs,Donor 163,1,USDC,5,4.999185,FALSE,FALSE
Specter - On-Chain Security Research and Investigator,Donor 163,1,USDC,5,4.999185,FALSE,FALSE
ZachXBT,Donor 164,1,USDC,5,4.999185,FALSE,FALSE
Cyfrin/Solodit Tooling and Security Research,Donor 164,1,USDC,5,4.999185,FALSE,FALSE
SEAL Frameworks,Donor 164,1,USDC,5,4.998915,FALSE,FALSE
Web3Sec.News: Security Intelligence & Newsletter,Donor 164,1,USDC,5,4.998915,FALSE,FALSE
scfuzzbench: smart contract fuzzer benchmark suite,Donor 164,1,USDC,5,4.999185,FALSE,FALSE
Echidna: A Fast Smart Contract Fuzzer,Donor 164,1,USDC,5,4.998915,FALSE,FALSE
Revoke.cash,Donor 164,1,USDC,5,4.999185,FALSE,FALSE
Soldeer,Donor 164,1,USDC,5,4.999185,FALSE,FALSE
Safe Multisig Transaction Hashes,Donor 164,1,USDC,5,4.999185,FALSE,FALSE
Rekt News - Ethereum's Security Intelligence Layer,Donor 164,1,USDC,5,4.999185,FALSE,FALSE
Cyfrin Updraft,Donor 164,1,USDC,5,4.999185,FALSE,FALSE
Recon Invariant Testing Extension & Framework,Donor 164,1,USDC,5,4.999185,FALSE,FALSE
SEAL 911,Donor 164,1,USDC,5,4.999185,FALSE,FALSE
hevm,Donor 164,1,USDC,5,4.999185,FALSE,FALSE
BlockThreat,Donor 164,1,USDC,5,4.999185,FALSE,FALSE
K Stack: The Formal Verification Layer for Ethereum,Donor 164,1,USDC,5,4.999185,FALSE,FALSE
Vyper,Donor 164,1,USDC,5,4.999185,FALSE,FALSE
Bitfinding,Donor 165,10,ETH,0.008655,20.0382291,TRUE,FALSE
Echidna: A Fast Smart Contract Fuzzer,Donor 165,10,ETH,0.00238,5.5102236,TRUE,FALSE
ZachXBT,Donor 166,8453,USDC,6.88,6.87906432,FALSE,FALSE
SEAL 911,Donor 167,8453,ETH,0.002,4.62578,TRUE,FALSE
Boring Security,Donor 167,8453,ETH,0.0008,1.850312,TRUE,FALSE
tanuki42,Donor 167,8453,ETH,0.0008,1.850312,TRUE,FALSE
ZachXBT,Donor 167,8453,ETH,0.0012,2.775468,TRUE,FALSE
Blockscout Open-Source Block Explorer,Donor 162,1,ETH,0.0025,5.765375,TRUE,FALSE
human.tech,Donor 168,1,MANA,30,2.74761,TRUE,FALSE
SEAL 911,Donor 169,1,ETH,0.0008,1.84912,FALSE,FALSE
ZachXBT,Donor 169,1,ETH,0.0008,1.84912,FALSE,FALSE
Revoke.cash,Donor 169,1,ETH,0.0008,1.84912,FALSE,FALSE
Cyfrin Updraft,Donor 169,1,ETH,0.0008,1.84912,FALSE,FALSE
DeFiScan,Donor 169,1,ETH,0.0008,1.84912,FALSE,FALSE
Blockscout Open-Source Block Explorer,Donor 169,1,ETH,0.0008,1.84912,FALSE,FALSE
SEAL Intel,Donor 169,1,ETH,0.0008,1.84912,FALSE,FALSE
Walletbeat,Donor 169,1,ETH,0.0008,1.84912,FALSE,FALSE
Sourcify,Donor 169,1,ETH,0.0008,1.84912,FALSE,FALSE
Protocol Guild,Donor 169,1,ETH,0.0008,1.84912,FALSE,FALSE
Self-Custodial Agent Authorization for Ethereum,Donor 170,8453,USDC,10,9.99839,TRUE,FALSE
tanuki42,Donor 171,42161,USDC,1000,999.783,FALSE,FALSE
Specter - On-Chain Security Research and Investigator,Donor 171,42161,USDC,1000,999.783,FALSE,FALSE
Fight Human Trafficking and Crypto Fraud With dobs,Donor 171,42161,USDC,1000,999.783,FALSE,FALSE
Safe Multisig Transaction Hashes,Donor 171,42161,USDC,1000,999.783,FALSE,FALSE
Bitfinding,Donor 172,1,ETH,0.005,11.57485,TRUE,FALSE
Recon Invariant Testing Extension & Framework,Donor 172,1,ETH,0.005,11.57485,TRUE,FALSE
Dappnode,Donor 173,10,USDC,50,49.9877,FALSE,FALSE
ZachXBT,Donor 171,42161,USDC,2000.436095,1999.943988,FALSE,FALSE
ZachXBT,Donor 174,42161,USDC,2.5,2.49958,FALSE,FALSE
snekmate,Donor 174,42161,USDC,5,4.99916,FALSE,FALSE
Vyper,Donor 174,42161,USDC,15,14.99748,FALSE,FALSE
Cyfrin Updraft,Donor 174,42161,USDC,2.5,2.49958,FALSE,FALSE
Blockscout Open-Source Block Explorer,Donor 174,42161,USDC,2.5,2.49958,FALSE,FALSE
Revoke.cash,Donor 175,42161,ETH,0.00861,19.9919895,TRUE,FALSE
ZachXBT,Donor 175,42161,ETH,0.00861,19.9919895,TRUE,FALSE
rotki,Donor 175,42161,ETH,0.00861,19.9919895,TRUE,FALSE
SEAL 911,Donor 175,42161,ETH,0.00861,19.9919895,TRUE,FALSE
Phylax Systems,Donor 175,42161,ETH,0.00861,19.9919895,TRUE,FALSE
Etherform,Donor 176,100,BREAD,20,19.99734,TRUE,FALSE
scfuzzbench: smart contract fuzzer benchmark suite,Donor 177,8453,ETH,0.002154,4.99643994,TRUE,FALSE
Soldeer,Donor 172,100,GNO,0.1,12.244,TRUE,FALSE
EVMcrispr,Donor 178,1,ETH,0.002156,5.00230808,FALSE,FALSE
Drew Security,Donor 179,42161,USDC,5,4.99847,FALSE,FALSE
ZachXBT,Donor 180,1,USDC,101,100.969094,FALSE,FALSE
BlockThreat,Donor 179,42161,USDC,5,4.99847,FALSE,FALSE
Assertions.eth On-chain Transaction Guards for Ethereum,Donor 178,1,ETH,0.002163,5.00600394,FALSE,FALSE
ZachXBT,Donor 181,8453,USDC,5,4.99914,TRUE,FALSE
ZachXBT,Donor 182,42161,USDC,5,4.99933,TRUE,FALSE
DeFiScan,Donor 1,10,USDC,0.00001,0.00000999867,FALSE,FALSE
Forge Proposal Simulator - FPS,Donor 1,10,USDC,0.00001,0.00000999867,FALSE,FALSE
Revoke.cash,Donor 1,10,USDC,0.00001,0.00000999867,FALSE,FALSE
EVMcrispr,Donor 1,10,USDC,0.00001,0.00000999834,FALSE,FALSE
Blobscan,Donor 1,10,USDC,0.00001,0.00000999867,FALSE,FALSE
Drew Security,Donor 1,10,USDC,0.00001,0.00000999867,FALSE,FALSE
Blockscout Open-Source Block Explorer,Donor 1,10,USDC,0.00001,0.00000999867,FALSE,FALSE
Verity: Formal Verification for Smart Contracts,Donor 1,10,USDC,0.00001,0.00000999867,FALSE,FALSE
CORE3. The open risk layer for Web3,Donor 1,10,USDC,0.00001,0.00000999867,FALSE,FALSE
Anticapture by blockful,Donor 1,10,USDC,0.00001,0.00000999867,FALSE,FALSE
SEAL 911,Donor 1,10,USDC,0.00001,0.00000999867,FALSE,FALSE
Dappnode,Donor 1,10,USDC,0.00001,0.00000999867,FALSE,FALSE
BlockThreat,Donor 1,10,USDC,0.00001,0.00000999867,FALSE,FALSE
WebHash,Donor 1,10,USDC,0.00001,0.00000999867,FALSE,FALSE
yAudit,Donor 1,10,USDC,0.00001,0.00000999867,FALSE,FALSE
snekmate,Donor 1,10,USDC,0.00001,0.00000999867,FALSE,FALSE
Safe Multisig Transaction Hashes,Donor 1,10,USDC,0.00001,0.00000999867,FALSE,FALSE
Wake: Solidity static analysis and fuzzing framework,Donor 1,10,USDC,0.00001,0.00000999867,FALSE,FALSE
Unruggable,Donor 1,10,USDC,0.00001,0.00000999867,FALSE,FALSE
Militereum,Donor 1,10,USDC,0.00001,0.00000999867,FALSE,FALSE
SEAL Safe Harbor,Donor 1,10,USDC,0.00001,0.00000999867,FALSE,FALSE
Boring Security,Donor 1,10,USDC,0.00001,0.00000999867,FALSE,FALSE
Assertions.eth On-chain Transaction Guards for Ethereum,Donor 1,10,USDC,0.00001,0.00000999867,FALSE,FALSE
EVMcrispr,Donor 183,100,XDAI,0.00001,0.00000999815,FALSE,FALSE
BlockThreat,Donor 184,8453,USDC,50,49.9899,TRUE,FALSE
SEAL 911,Donor 185,8453,USDC,10,9.99798,TRUE,FALSE
Remix Project,Donor 185,8453,USDC,10,9.99798,TRUE,FALSE
Pharos Watch: Transparent Stablecoins Analytics,Donor 185,8453,USDC,10,9.99798,TRUE,FALSE
snekmate,Donor 185,8453,USDC,10,9.99798,TRUE,FALSE
DeFiScan,Donor 185,8453,USDC,10,9.99798,TRUE,FALSE
Rekt News - Ethereum's Security Intelligence Layer,Donor 185,8453,USDC,10,9.99798,TRUE,FALSE
Blockscout Open-Source Block Explorer,Donor 185,8453,USDC,10,9.99798,TRUE,FALSE
Specter - On-Chain Security Research and Investigator,Donor 186,8453,ETH,0.0005,1.158795,FALSE,FALSE
Specter - On-Chain Security Research and Investigator,Donor 187,137,USDC,1.2,1.199796,FALSE,FALSE
Etherform,Donor 188,100,BREAD,100,99.9926,FALSE,FALSE
Etherform,Donor 189,100,BREAD,100.01,100.0005991,TRUE,FALSE
Defimon - real-time DeFi security,Donor 190,1,FINN,10,23.204,TRUE,TRUE
Nihilium,Donor 191,1,USDC,1,0.999776,FALSE,FALSE
scfuzzbench: smart contract fuzzer benchmark suite,Donor 192,1,USDC,10,9.99858,FALSE,FALSE
DeFiScan,Donor 193,1,ETH,0.001,2.31681,TRUE,FALSE
Cyfrin/Solodit Tooling and Security Research,Donor 193,1,ETH,0.001,2.31681,TRUE,FALSE
Walletbeat,Donor 193,1,ETH,0.001,2.31681,TRUE,FALSE
ZachXBT,Donor 193,1,ETH,0.001,2.31681,TRUE,FALSE
Anticapture by blockful,Donor 193,1,ETH,0.01,23.1681,TRUE,FALSE
Specter - On-Chain Security Research and Investigator,Donor 194,1,USDC,50,49.9908,FALSE,FALSE
Blockscout Open-Source Block Explorer,Donor 195,1,ETH,0.0004360402366,1.011861892,FALSE,FALSE
human.tech,Donor 195,1,ETH,0.0004360402366,1.011861892,FALSE,FALSE
human.tech,Donor 196,8453,USDC,1,0.999822,FALSE,FALSE
